id,id_genero,titulo,resumo,lancamento,idioma_original,poster
174323,"[35, 18]",G.B.F.,"The bitter fight for supremacy between the three most popular girls at North Gateway High takes an unexpected turn when their classmate, Tanner, is outed and becomes the school’s first openly gay student. The trio races to bag the big trend in fashion accessories, the Gay Best Friend, while Tanner must decide whether his skyrocketing popularity is more important than the friendships he is leaving behind.",2014-01-17,en,/f4fR1WMgSv7K93ZPoJlPyvaApdE.jpg
2539,[35],Spanglish,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",2004-12-17,en,/2qcXSglbSfDLqMXD7SQT6GNxCFc.jpg
217,"[12, 28]",Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",2008-05-21,en,/56As6XEM1flWvprX4LgkPl8ii4K.jpg
220286,"[53, 9648]",Grand Piano,"Moments before his comeback performance, a concert pianist who suffers from stage fright discovers a note written on his music sheet.",2013-10-11,en,/srDej4diwXriw1127ccpUfXRyeO.jpg
13203,"[35, 18, 10749]",Son in Law,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",1993-07-02,en,/dJ5FD1TEBgdfJUluMpELrWaUUl1.jpg
10127,"[35, 27, 878]",Critters 2,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.",1988-04-29,en,/5rR3dVJXnXskkBBWKbLg5EDKWtT.jpg
9569,[28],Hard to Kill,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death",1990-02-09,en,/nmtMNxslljllSTVtt7VIOXdxSZp.jpg
2067,"[878, 12, 53]",Mission to Mars,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",2000-03-10,en,/beDWEWxgFlt1UWvf2al9cjDol2i.jpg
73108,"[18, 14, 35, 10770]",Teen Spirit,"Amber, a mean popular girl who gets electrocuted and dies, is not allowed to enter into heaven unless she helps the least popular girl in school become Prom Queen within a week, but things do not go as planned.",2011-08-07,en,/8mmxoEBzTMX4ziYgveeEx35ltNY.jpg
10765,[35],Private Benjamin,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,1980-10-06,en,/maIiPNXddZXKHQCi0HyULd5kces.jpg
10571,"[35, 18, 10749]",Boys and Girls,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.",2000-06-16,en,/9zmvYVgcdoXPZQE44gN7nKHScD4.jpg
8831,"[53, 878, 28, 80]",Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",1994-09-15,en,/qDjne2UffjOpZAg9cFmzteWqhd3.jpg
82,"[28, 80, 53]",Miami Vice,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",2006-07-27,en,/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg
50725,"[35, 18, 10749]",Take Me Home Tonight,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",2011-03-04,en,/nInduPOusI1alDIC0UttFjDIKsO.jpg
10640,"[28, 12, 878, 53]",Futureworld,"Two years after the Westworld tragedy in the Delos amusement park, the corporate owners have reopened the park following over $1 billion in safety and other improvements. For publicity purposes, reporters Chuck Browning and Tracy Ballard are invited to review the park. Just prior to arriving at the park, however, Browning is given a clue by a dying man that something is amiss.",1976-08-13,en,/r0P4m8a2kNFoPBB5q38E9aWgIm6.jpg
9564,"[10751, 12, 35, 14]",Asterix & Obelix Take on Caesar,"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.",1999-02-03,fr,/sJ4zNakOuWcsW6ssH1qk80JehQ2.jpg
551238,[27],D-Railed,Passengers on a murder mystery train that crashes into a river must decide whether to risk waiting for help in the wreckage or take their chances in the murky depths below.,2018-12-01,en,/24GnXIwhkK95Kdz0KkTWeepA6El.jpg
521007,"[35, 878, 10749]",Superintelligence,"When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving.",2020-12-11,en,/podzoGfamoxObotrMMoH2WIc8nj.jpg
138697,"[10749, 35, 18]",Don Jon,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",2013-09-12,en,/uh8bwvgGXeUKzdL4oSul9zxyTcd.jpg
584962,[35],Between Two Ferns: The Movie,"Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation.",2019-09-20,en,/cHxc8v1GkzdjjhF2qnpG6wdXrOT.jpg
454699,"[16, 10751, 14, 35]",Monster Family,"The Wishbone family are far from happy. In an attempt to reconnect as a family, they plan a fun night out. However, the plan backfires when they are cursed and all turned into Monsters.",2017-08-24,en,/gjDbd43e7o2Ssn7P1l50Bv0rtIl.jpg
298459,"[80, 53, 18]",Next Time I'll Aim for the Heart,"Between 1978 and 1979, the inhabitants of the Oise are in fear of a maniac who kills several hitchhikers and escape the police. He was then dubbed ""the killer of the Oise"" is actually a shy young policeman who will investigate his own murder, only to lose control of the situation.",2014-11-12,fr,/dmmMRTzEBukaVpBSoda0FjMX6mk.jpg
64635,"[28, 878, 53]",Total Recall,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",2012-08-02,en,/fucmGeZYM4yzqJUnDTc4pKQNCej.jpg
9756,"[53, 27]",Half Light,"Rachel Carson, a best-selling crime novelist, is devastated and filled with guilt over the accidental death of her son. Hoping that a change of scenery will help alleviate her suffering, she leaves her home in the city and moves into a vacant country house owned by a friend and begins a relationship with charming local Angus. But, just as her life is taking a turn for the better, Rachel realizes she's being romanced by a ghost, leading her to doubt her own sanity.",2006-01-17,en,/awyAxbPqKuOmQmuXSB214KObsPR.jpg
9493,[35],Twins,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,1988-12-08,en,/stJx9BQZbXrZnTGf9Erc7d2UMVc.jpg
9449,"[12, 14, 28, 35, 10751]",The Borrowers,"The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world.",1997-12-05,en,/kgaocWyuxihDe5aNqok6fORIHnY.jpg
9005,"[80, 35]",The Ice Harvest,"A shady lawyer attempts a Christmas Eve crime, hoping to swindle the local mob out of some money. But his partner, a strip club owner, might have different plans for the cash.",2005-11-23,en,/8N2X2u6nPoPEwRLIZbKacJw1xrC.jpg
5966,"[35, 10749]",Along Came Polly,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.",2004-01-16,en,/ieTSn8YTsHoPK8GNf2J9eIkP5wo.jpg
311667,"[18, 9648, 53]",Manhattan Night,"Porter Wren is a Manhattan tabloid writer with an appetite for scandal. On the beat he sells murder, tragedy, and anything that passes for the truth. At home, he is a dedicated husband and father. But when Caroline, a seductive stranger asks him to dig into the unsolved murder of her filmmaker husband Simon, he is drawn into a very nasty case of sexual obsession and blackmail--one that threatens his job, his marriage, and his life.",2016-05-20,en,/d40J0y6Ha1eakPrmfyEHoKFQrSB.jpg
158907,[18],Breathe In,"When a foreign exchange student arrives in a small upstate New York town, she challenges the dynamics of her host family's relationships and alters their lives forever.",2013-01-18,en,/iunsn1F4jeWcVPMauVkRmqYZPjr.jpg
38780,"[28, 80, 53]",Rampage,"The boredom of small town life is eating Bill Williamson alive. Feeling constrained and claustrophobic in the meaningless drudgery of everyday life and helpless against overwhelming global dissolution, Bill begins a descent into madness. His shockingly violent plan will shake the very foundations of society by painting the streets red with blood.",2009-09-27,en,/a6N8QCsdWxAQvdob3oCHcsVyLvc.jpg
16279,[35],The Great Buck Howard,When a law school dropout answers an advertisement to be a personal assistant he unknowingly signs on to work for a belligerent has-been magician struggling to resurrect his career. This leads to a journey across the country staging the comeback of a lifetime.,2008-01-18,en,/9x5EajLkxeS3vqWaQTVO0gQ2lMP.jpg
13092,"[35, 10749, 18]",How to Lose Friends & Alienate People,"Sidney Young is a down-on-his-luck journalist. Thanks to a stint involving a pig and a glitzy awards ceremony, Sidney turns his fortunes around, attracting the attention of Clayton Harding, editor of New York-based glossy magazine 'Sharps', and landing the holy grail of journalism jobs. The Brit jets off to the Big Apple and moves from one blunder to the next.",2008-10-02,en,/8Xd1mO861aK2OirTbxZrODNhihW.jpg
335777,"[16, 10751, 12, 35]",The Nut Job 2: Nutty by Nature,"When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park.",2017-08-11,en,/xOfdQHNF9TlrdujyAjiKfUhxSXy.jpg
247218,[35],A Boss in the Living Room,"Cristina lives a peaceful life until her older brother Ciro, who has to attend a trial, asks to spend house arrests at Cristina’s home.",2014-01-01,it,/2bBb7H7LMycRYb3omVbzlEoxihR.jpg
23488,"[14, 18, 53]",Dorian Gray,"Seduced into the decadent world of Lord Henry Wotton, handsome young aristocrat Dorian Gray becomes obsessed with maintaining his youthful appearance, and commissions a special portrait that will weather the winds of time while he remains forever young. When Gray's obsession spirals out of control, his desperate attempts to safeguard his secret turn his once-privileged life into a living hell.",2009-09-09,en,/1dUXCi74e5E69BlVGhUhQ0YTBi.jpg
15556,"[18, 10749]",At First Sight,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,1999-01-15,en,/7FqFohyQc9LGMm0MbP08E09WaM1.jpg
37958,"[14, 28, 18]",Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",2011-11-10,en,/swJ3VuuSMJUDoi899VuXG5OqmPG.jpg
25968,"[18, 10749]",Veronika Decides to Die,"After a frantic suicide attempt, Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment, Veronika learns that she has only weeks to live.",2009-05-16,en,/oUo9CNSKz4ELnxAh4l3BPcXcxKq.jpg
4234,"[27, 9648]",Scream 3,"While Sidney lives in safely guarded seclusion, bodies begin dropping around the Hollywood set of STAB 3, the latest movie based on the gruesome Woodsboro killings.",2000-02-03,en,/qpH8ToZVlFD1bakL04LkEKodyDI.jpg
480100,[27],Nightmare Cinema,"A series of down-on-their-luck individuals enter the decrepit and spine-chilling Rialto theater, only to have their deepest and darkest fears brought to life on the silver screen by The Projectionist – a mysterious, ghostly figure who holds the nightmarish futures of all who attend his screenings.",2018-06-21,en,/ftdhL4zamDnjSD4TML1ES79DueX.jpg
253626,[18],Good Kill,"In the shadowy world of drone warfare, combat unfolds like a video game–only with real lives at stake. After six tours of duty, Air Force pilot Tom Egan now fights the Taliban from an air-conditioned bunker in the Nevada desert. But as he yearns to get back in the cockpit of a real plane and becomes increasingly troubled by the collateral damage he causes each time he pushes a button, Egan’s nerves—and his relationship with his wife—begin to unravel.",2015-04-09,en,/9aEx2k1r8McNB6XdSB8yE12djWr.jpg
8069,"[878, 12]",Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",1968-10-10,en,/kfaRSR3geV3I65icyHWBBEsE9u.jpg
520946,"[16, 10751, 14]",100% Wolf,"Freddy Lupin, heir to a proud family line of werewolves, is in for a shock when on his 14th birthday his first 'warfing' goes awry, turning him into a ferocious poodle.  The pack elders give Freddy until the next moonrise to prove he has the heart of a wolf, or risk being cast out forever.  With the help of an unlikely ally in a streetwise stray named Batty, Freddy must prove he's 100% Wolf.",2020-06-26,en,/2VrvxK4yxNCU6KVgo5TADJeBEQu.jpg
252512,"[35, 18, 9648]",While We're Young,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,2015-04-03,en,/rdYXGeK3OZjBrd2R8A1sSS0Kxcq.jpg
32985,"[12, 14, 28]",Solomon Kane,"A nomadic 16th century warrior, condemned to hell for his brutal past, seeks redemption by renouncing violence, but finds some things are worth burning for as he fights to free a young Puritan woman from the grip of evil.",2009-09-16,en,/jwwVNuGRUBXcudG6wOKP9U60BzU.jpg
479,"[28, 12, 80, 53]",Shaft,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",2000-06-15,en,/5ncvnNPaN73cOqD4muE413sSOyY.jpg
126250,"[35, 10749, 18]",Love Is All You Need,"Ida, a Danish hairdresser who has lost her hair to cancer, returns home from the hospital one day to find her husband is cheating on her. She decides to travel to Italy on her own for her daughter's wedding, but discovers on arriving that the wedding gathering will present its own challenges.",2012-09-04,da,/nKeCYHHG8LCv2RuOpgS8jkRyihT.jpg
41439,"[27, 80]",Saw 3D,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",2010-10-21,en,/qHCZ6LjtmqWDfXXN28TlIC9OppK.jpg
28468,"[18, 10749]",The Key,"Art professor Nino Rolfe attempts to break down his wife Teresa's conventional modesty. Noticing her affection for their daughter's fiancé, Nino instigates her sexual interest in him - setting off a chain of unexpected events and emotional complications...",1983-10-19,it,/e6g2geNLgFzMbriH6EvSJZD78nx.jpg
869617,"[10749, 35]",Friendzone,Hopeful romantic Thibault believes his luck could change when sparks fly between him and Rose. But can he go from bestie to boyfriend?,2021-09-29,fr,/eAijMbeJTjBbjnevbtRve4sWGxf.jpg
820912,"[10749, 18, 35]",Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",2022-07-01,en,/s99WrKSEVR4RVvwm5Zn2cqrHTMM.jpg
340487,[18],Certain Women,Three strong-willed women strive to forge their own paths amidst the wide-open plains of the American Northwest: a lawyer forced to subdue a troubled client; a wife and mother whose plans to construct her dream home reveal fissures in her marriage; and a lonely ranch hand who forms an ambiguous bond with a young law student.,2016-09-25,en,/1A5cWPvPnw7vY1Dfg3DSyLG0k96.jpg
74945,"[12, 10751]",War of the Buttons,"Occupied France; Lebrac leads a play war between two rival kid gangs, but a girl he likes, who's Jewish, is in danger of being discovered by local Nazi sympathisers. Lebrac and the village must now respond to the reality of what's happening.",2011-09-21,fr,/ibINMdUCDTcxxQujp9MKEEDdbB.jpg
73937,[35],The Big Year,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",2011-10-13,en,/q6Pr8fWKh664seri2MaQeIJ6eSI.jpg
58595,"[12, 14, 18]",Snow White and the Huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",2012-05-30,en,/8yKdQHaqOo1lkaErmqMuYFespYI.jpg
11777,"[35, 18, 10749]",I.Q.,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,1994-12-24,en,/1dLR9LX4O8DSyaU5OR3N0472IR.jpg
10678,"[35, 18]",Bringing Down the House,"Uptight lawyer Peter Sanderson wants to dive back into dating after his divorce and has a hard time meeting the right women. He tries online dating and lucks out when he starts chatting with a fellow lawyer. The two agree to meet in the flesh, but the woman he meets -- an escaped African-American convict named Charlene -- is not what he expected. Peter is freaked out, but Charlene tries to convinces him to take her case and prove her innocence. Along the way she wreaks havoc on his middle-class life as he gets a lesson in learning to lighten up.",2003-03-07,en,/5cf3QUOHFb2ZpDRbaiZcsow5lAn.jpg
4256,[35],Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",2003-10-24,en,/gLTVGCtUfD80sMDkbxAiWNso7Ne.jpg
460019,"[53, 27]",Truth or Dare,"A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",2018-04-12,en,/ei2waWQAG8NP244WShIFgGu9IOu.jpg
308024,"[9648, 35]",The Overnight,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family “playdate” becomes increasingly interesting as the night goes on.",2015-06-19,en,/3XsGz8FbapcT8TsIeeTZrknJ2O8.jpg
11638,"[35, 10749]",Guess Who,"When a young African-American woman brings her fiancé home to meet her parents, she's neglected to mention one tiny detail - he's white.",2005-03-25,en,/lTMxu2Ceu3L3p0uBqYLWG00vu11.jpg
10433,"[35, 80, 10749, 18]",Mad Dog and Glory,"Wayne Dobie is a shy cop whose low-key demeanor has earned him the affectionate nickname ""Mad Dog."" After Mad Dog saves the life of Frank Milo, a crime boss and aspiring stand-up comedian, he's offered the company of an attractive young waitress named Glory for a week. At first both are uneasy about the arrangement, but they eventually fall in love. However, the situation becomes complicated when Milo demands Glory back.",1993-03-05,en,/wmgmTe9uQ5mtudN6e4IVEGvSqg1.jpg
531306,"[878, 12, 28, 35]",Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",2019-05-24,en,/yhzTeZU5OULn3ePGF58Rc5oIocZ.jpg
12500,[28],American Ninja,"Joe Armstrong, an orphaned drifter with little respect for much other than martial arts, finds himself on an American Army base in The Philippines after a judge gives him a choice of enlistment or prison. On one of his first missions driving a convoy, his platoon is attacked by a group of rebels who try to steal the weapons the platoon is transporting and kidnap the base colonel's daughter.",1985-08-30,en,/avuItSSoX5vwjMhWRwr4uo3bsgg.jpg
1642,"[80, 18, 9648, 53, 28]",The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down and make her the target of an assassination.",1995-07-28,en,/dtupntUFMD5iXBo8HLfALt2ET4R.jpg
557946,"[28, 80, 53]",Last Looks,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.",2022-01-27,en,/ud0XdA2xAghDR66j3I84DnNlC2g.jpg
423949,"[14, 18, 35]",Unicorn Store,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",2017-09-11,en,/rGe3eWy3F3qggDZMc86bASN4I7C.jpg
132137,"[18, 27, 53]",Werewolf: The Beast Among Us,"Set in a 19th century village, a young man studying under a local doctor joins a team of hunters on the trail of a wolf-like creature.",2012-10-09,en,/sPT0hkNMXwDDAbQhFV2mWSRrbpg.jpg
112200,"[35, 18]",Thanks for Sharing,A romantic comedy that brings together three disparate characters who are learning to face a challenging and often confusing world as they struggle together against a common demon—sex addiction.,2013-09-19,en,/qSf3mmkjxohgnA8ZvhBQqTTBaWx.jpg
11374,[35],Edtv,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,1999-03-26,en,/xnnjoMONNamGU6ZX6acbcxyOKv1.jpg
10313,"[35, 10752]",The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",2009-10-17,en,/5boJKypPQmgABssbKOk2RvsCnSv.jpg
6472,"[35, 18]",Guarding Tess,"Doug is a Secret Service Agent who has just completed his stint in charge protecting Tess Carlisle—the widow of a former U.S. President, and a close personal friend of the current President. He finds that she has requested that he not be rotated but instead return to be her permanent detail. Doug is crushed, and—after returning—wants off her detail as she is very difficult to guard and makes her detail crazy with her whims and demands.",1994-03-11,en,/80dL2Kg5zjEIFAhSrlqHsIF3O3d.jpg
497814,"[53, 80, 28]",Breaking In,"Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded, high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape, Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.",2018-05-05,en,/nuCxJwcQOEKYoiHTgcf4em8TxWv.jpg
24961,"[12, 10751, 14, 10402]",The Wiz,"Dorothy Gale, a shy kindergarten teacher, is swept away to the magic land of Oz where she embarks on a quest to return home.",1978-10-24,en,/rgKukXAbkpIv8pYKwKaj8IDunPq.jpg
617505,"[35, 9648, 27]",Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2020-10-07,en,/dbhC6qRydXyRmpUdcl9bL9rARya.jpg
460790,"[28, 16, 878]",Starship Troopers: Traitor of Mars,"Federation trooper Johnny Rico is ordered to work with a group of new recruits on a satellite station on Mars, where giant bugs have decided to target their next attack.",2017-08-21,en,/dzqEq8Jbvb5SYGoYPqLyIRrt6Cm.jpg
362637,"[10749, 35]",Opposites Attract,"She's a divorce lawyer, single mother and perpetually at war against men, he is a couple's therapist, single and not looking, they meet and collide in a bourgeois and romantic Rome...",2015-10-08,it,/7oMIl4u1lZ4upHIJssKb7HTj9Yp.jpg
4858,"[878, 53, 9648]",The Invasion,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",2007-08-17,en,/69yA6E7JOKJSfK8JMAOsieCDB8A.jpg
911068,[35],Death to 2021,This comedic retrospective mixes archival footage and scripted sketches as it revisits all the dread — and occasional delight — that 2021 had to offer.,2021-12-27,en,/qGt48Z1j4TuzPti8ZNWqqypa6w.jpg
269795,"[878, 9648, 53, 10749]",2:22,"Two planes almost collide after a blinding flash of light paralyzes air traffic controller Dylan Branson for a few seconds. Suspended from his job, Dylan starts to notice an ominous pattern of sounds and events that repeats itself in exactly the same manner every day, ending precisely at 2:22 p.m. Also drawn into a complex relationship with a woman, Dylan must figure out a way to break the power of the past and take control of time itself.",2017-06-29,en,/rj0h3RnKX5CB8X5UE1PfpMSV4MP.jpg
266647,"[14, 12, 10751, 28]",Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",2015-09-24,en,/cjcrkPeQkrkEVYrd3lHWJbfBdrv.jpg
11306,"[18, 53]",Extreme Measures,"Guy Luthan, a British doctor working at a hospital in New York, starts making unwelcome enquiries when the body of a man who died in his emergency room disappears. After the trail leads Luthan to the door of an eminent surgeon at the hospital, Luthan soon finds himself in extreme danger people who want the hospital's secret to remain undiscovered.",1996-09-27,en,/fFpA6zm0QGA2oz5yk6pgGeUFfhv.jpg
9894,"[35, 18, 53]",The Cable Guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up—and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",1996-06-10,en,/yyVUQJboripIpoabFU3SkghvnLu.jpg
487083,"[14, 878, 53]",Paradise Hills,"A young woman is sent to Paradise Hills to be reformed, only to learn that the high-class facility's beautiful facade hides a sinister secret.",2019-08-29,en,/6DX7aKXh6ZT7W7dBZCn1c4tOBFp.jpg
414190,"[28, 878]",iBoy,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",2017-01-27,en,/aqwQPVosPSjfXRF6bO9Wg48ylAR.jpg
187596,[35],Walk of Shame,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",2014-05-02,en,/octCQBtM0MbIS19oZAlO1mHvnhi.jpg
157351,"[18, 53]",The Truth About Emanuel,"A troubled young woman becomes obsessed with her mysterious new neighbor, who bears a striking resemblance to the girl's dead mother.",2014-01-10,en,/z98jqAlVlnXyYnTlC95Na8FQXHF.jpg
11015,"[27, 9648, 53]",The Relic,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,1997-01-10,en,/3MpMbZTrXp6ccrir16nV7YTJ4vx.jpg
183662,[53],Crush,A secret admirer's crush on a high school athlete takes a fatal turn.,2013-03-13,en,/zhkznv0Xt6g3dXYWMB8VT0GYOSb.jpg
110552,[28],The Protector 2,"Kham is the last in long line of guards who once watched over the King of Thailand's war elephants. Traditionally, only the perfect elephants could successfully help defend the throne, after his harrowing quest to retrieve the elephants, Kham returns to his village to live in peace. But for someone as good in martial arts as him, peace is but a wishful thought.",2013-10-23,th,/yViXclzp3OE3hWm4wJFkmiCsqxs.jpg
85041,[35],The Immature: The Trip,"After the events of the first movie, the ""immatures"" go on a trip to the Greek island of Paros.",2012-01-04,it,/ebGMrIhFGKg4Ai3ceTfXAip4wOK.jpg
